Country Name,Country Code,Indicator Name,Indicator Code,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
Sao Tome and Principe,STP,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,14.417,14.576,14.413,14.376,14.323,14.319,14.404,14.393,14.353,14.4,15.73,17.63,16.36,16.12,16.47,16.65,16.098,15.573,15.4,14.66,14.196,13.59,13.711,13.619,13.598,13.65,13.811,13.878,13.998,15.183,15.042,14.115,14.208
Suriname,SUR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,17.085,17.28,15.64,12.7,8.39,10.88,10.56,10.63,13.6,12.975,12.137,11.233,10.351,9.49,9.263,9.096,9.005,8.832,8.72,7.15,7.54,8.1,6.6,6.94,7.22,7.917,7.883,7.685,7.545,8.726,8.459,8.232,7.704
Slovak Republic,SVK,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,12.154,12.206,12.2,13.654,13.109,11.341,11.894,12.421,16.099,18.546,19.149,18.541,17.55,18.206,16.276,13.395,11.16,9.514,12.023,14.387,13.634,13.966,14.227,11.537,11.492,9.679,8.142,6.544,5.761,6.719,6.894,6.143,5.84
Slovenia,SVN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,7.08,7.823,8.51,8.24,7.15,6.886,6.658,7.4,7.33,6.92,5.685,5.927,6.481,6.017,6.515,5.957,4.828,4.379,5.869,7.248,8.182,8.852,10.116,9.692,8.975,8.007,6.573,5.116,4.448,4.974,4.747,4.013,3.627
Sweden,SWE,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,3.243,5.722,9.33,9.58,8.897,9.547,10.359,8.941,7.607,5.466,4.73,4.965,5.555,6.693,7.486,7.066,6.161,6.235,8.351,8.61,7.804,7.976,8.052,7.954,7.432,6.99,6.718,6.365,6.833,8.291,8.722,7.392,7.587
Eswatini,SWZ,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,20.57,20.961,21.715,21.704,21.65,22.076,22.5,23.204,23.849,24.518,25.2,25.734,26.229,26.695,27.208,27.689,28.24,27.847,27.404,26.753,25.994,25.118,24.435,23.817,23.279,22.718,24.83,26.983,29.049,34.232,35.707,37.852,37.636
Sint Maarten (Dutch part),SXM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seychelles,SYC,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Syrian Arab Republic,SYR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,6.75,6.955,7.4,7.5,7.2,7.225,7.314,7.382,7.6,9.589,11.63,10.94,10.28,9.518,8.816,8.17,8.42,10.94,8.14,8.61,8.612,13.8,14.479,14.768,14.29,13.867,13.67,13.554,13.393,15.176,14.796,13.813,13.544
Turks and Caicos Islands,TCA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,TCD,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,0.669,0.66,0.7,0.711,0.751,0.701,0.732,0.727,0.752,0.792,0.789,0.768,0.728,0.679,0.67,0.716,0.829,0.904,0.903,0.873,0.899,0.893,0.942,0.926,0.968,1.044,1.116,1.135,1.081,1.693,1.511,1.104,1.082
East Asia & Pacific (IDA & IBRD countries),TEA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2.406829973,2.374569961,2.627033856,2.925491234,3.009169975,3.11500286,3.207743153,3.373640829,3.463948828,3.419796426,3.850945684,4.171696924,4.424311651,4.417769762,4.496221681,4.389251449,4.368583432,4.454270053,4.439596476,4.176253125,4.12565052,4.063777888,4.064688751,4.06173294,4.137486706,4.053405388,3.931932689,3.822722257,3.913821349,4.387127362,4.142495788,4.25786271,4.01445097
Europe & Central Asia (IDA & IBRD countries),TEC,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,5.947712758,6.391507526,7.085080122,8.43297598,9.409354287,10.00371654,10.64914786,11.50630572,11.92373662,11.18262151,10.77544239,10.55996634,10.30208807,10.03345284,9.370153341,8.732704041,7.63225308,7.348106972,9.010901468,8.588657426,8.029784789,7.570320126,7.627701051,7.561996811,7.53748142,7.370616248,7.024139372,6.574289408,6.621522358,7.117403391,6.727854031,5.594767125,5.199823858
Togo,TGO,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.045,4.189,4.47,4.184,3.986,3.624,3.636,3.789,3.892,4.151,4.102,4.085,3.964,3.999,4.151,4.229,3.822,3.286,2.853,2.385,1.982,2.028,2.083,2.142,2.204,2.963,3.744,2.903,2.056,2.211,2.285,2.065,2.048
Thailand,THA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2.63,1.35,1.49,1.347,1.1,1.071,0.873,3.404,2.968,2.389,2.6,1.82,1.54,1.51,1.35,1.22,1.18,1.18,1.49,0.622,0.66,0.58,0.249,0.576,0.597,0.688,0.83,0.766,0.716,1.099,1.215,0.94,0.913
Tajikistan,TJK,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1.9,2.1,6.2,8.8,10.3,13.4,13.9,16.5,15.4,14.972,14.566,14.148,13.751,13.364,12.995,12.627,12.254,11.869,11.5,10.844,10.187,9.519,8.86,8.206,7.554,6.9,6.9,6.898,6.898,7.176,7.253,6.981,6.981
Turkmenistan,TKM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1.4,1.5,1.5,4.7,8.3,10.3,11,12.2,12.7,11.75,10.898,10.1,9.239,8.367,7.46,6.577,5.705,4.846,4,4,4.002,3.997,3.999,4.011,4.023,4.034,4.045,4.051,4.055,4.489,4.452,4.121,4.12
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,6.207362401,6.178951234,5.929096416,6.584025217,7.8715216,8.285334696,8.136331738,8.514193858,9.495131168,9.547849777,9.159880542,9.521297866,9.393692439,8.879794748,8.33737069,7.70020852,7.307843366,6.912933212,7.888956236,7.258973061,6.733719633,6.442018602,6.398818433,6.210574325,6.740078362,7.838858314,8.152074114,8.057970239,8.133460188,10.3689262,9.301457639,7.002290027,6.304543392
Timor-Leste,TLS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,3.329,3.292,3.257,3.278,3.3,3.315,3.346,3.408,3.66,3.596,3.483,3.326,3.409,3.498,3.448,3.46,3.409,3.367,3.295,3.301,3.533,3.767,4.011,4.228,4.45,4.657,4.212,3.732,3.129,2.792,2.344,1.537,1.523
Middle East & North Africa (IDA & IBRD countries),TMN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,11.89579442,12.0686458,12.87028505,12.97192081,13.38561145,12.22377633,11.96841268,12.11445675,12.50477387,13.10781317,13.08492528,13.1496179,12.80348789,11.47336213,11.70095368,10.95167339,10.48751225,10.24687879,10.42036338,10.67994569,11.44472079,11.95601104,11.69013308,11.82736784,12.25994517,12.40103455,12.58401052,12.11839015,11.3500578,11.90941466,11.5419431,11.02700373,10.87444589
Tonga,TON,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1.35,1.351,1.3,1.708,2.007,2.414,2.864,3.36,3.714,4.12,4.479,4.837,5.18,3.944,2.572,1.09,1.182,1.254,1.41,1.517,1.606,1.647,1.758,1.924,2.028,2.048,2.132,2.248,2.164,2.675,2.111,2.354,2.303
South Asia (IDA & IBRD),TSA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,6.058798562,6.052664066,6.063361996,6.029688876,6.154258891,6.259586575,6.403903261,6.546205166,6.68489913,6.814501447,6.97443274,7.171288476,7.300642027,7.405676425,7.4953952,7.353658895,7.309585023,7.307460699,7.302350779,7.070197803,7.023917254,7.279204111,7.188626616,7.000817099,7.109827099,6.915975835,6.954803489,7.00880479,6.233832315,7.550048852,6.445897193,5.145289479,4.613499404
Sub-Saharan Africa (IDA & IBRD countries),TSS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,6.359372471,6.46354369,6.494489708,6.432070419,6.302201273,6.237370311,6.212356311,6.242511828,6.35425346,6.345937677,6.258263164,6.167660934,6.100118775,5.952859152,5.843267396,5.754406717,5.710555726,5.70786356,5.790764223,6.04248261,5.956113777,5.841356033,5.664108908,5.71342634,5.887821304,5.957170687,6.044624469,6.017540202,6.13855671,6.566972842,6.696819299,6.07821917,5.968144161
Trinidad and Tobago,TTO,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,18.52,19.66,19.81,18.44,17.22,16.25,15.01,14.21,13.12,12.1,10.88,10.39,10.48,8.33,7.95,6.27,5.54,4.63,5.28,4.033,3.425,3.718,2.683,2.477,2.428,3.207,3.385,3.49,3.523,4.206,4.446,4.383,4.206
Tunisia,TUN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,15.977,15.647,15.986,16.038,16.36,16.07,15.94,15.476,15.21,14.94,14.4,14.55,14.51,14.23,12.872,12.51,12.365,12.444,13.291,13.049,18.334,17.63,15.934,14.259,15.159,15.557,15.33,15.459,17.153,17.576,16.505,15.301,15.106
Turkiye,TUR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,8.21,8.509,8.962,8.577,7.644,6.629,6.841,6.888,7.687,6.495,8.381,10.358,10.542,10.838,10.636,10.227,10.285,10.965,14.026,11.879,9.789,9.21,9.713,9.901,10.304,10.899,10.919,10.956,13.73,13.148,11.969,10.432,9.412
Tuvalu,TUV,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tanzania,TZA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,3.6,3.68,3.881,3.847,3.659,3.466,3.336,3.279,3.215,3.127,2.994,3.021,3.051,3.104,3.192,3.299,3.024,2.775,2.5,3.029,3.47,3.223,2.93,2.125,2.162,2.237,2.313,2.409,2.518,2.781,2.806,2.609,2.607
Uganda,UGA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,3.404,3.498,3.445,3.424,3.197,3.182,3.222,3.418,3.454,3.52,3.517,3.5,3.6,2.706,1.9,2.27,2.675,3.049,3.6,3.619,3.528,3.551,1.91,2.404,2.788,3.167,3.643,3.42,3.185,3.914,3.422,2.93,2.831
Ukraine,UKR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1.9,1.9,2,2,5.62,7.65,8.93,11.32,11.864,11.707,11.061,10.136,9.057,8.59,7.18,6.81,6.351,6.363,8.84,8.1,7.851,7.529,7.17,9.27,9.14,9.35,9.5,8.799,8.194,9.475,9.834,,
Upper middle income,UMC,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,3.70518544,3.782211773,4.017604519,4.443383129,4.861727861,5.041906807,5.081244717,5.375044923,5.632955631,5.580828469,5.853554842,6.192935646,6.3149368,6.164380257,6.160217549,5.918983418,5.835946758,5.810061404,6.136307662,5.857609542,5.651751155,5.557825626,5.517883061,5.534281174,5.754204092,5.987708915,5.987070502,5.914726418,6.039399569,6.707849486,6.31615964,5.939225772,5.580210865
Uruguay,URY,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,8.95,8.96,8.35,9.04,10.02,11.93,11.44,9.362,10.466,12.627,15.052,16.648,16.661,12.98,12.009,10.844,9.403,8.026,7.74,7.158,6.307,6.451,6.444,6.547,7.488,7.841,7.89,8.336,8.734,10.33,9.301,7.877,8.354
United States,USA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,6.8,7.5,6.9,6.119,5.65,5.451,5,4.511,4.219,3.992,4.731,5.783,5.989,5.529,5.084,4.623,4.622,5.784,9.254,9.633,8.949,8.069,7.375,6.168,5.28,4.869,4.355,3.896,3.669,8.055,5.349,3.65,3.625
Uzbekistan,UZB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1.9,2.9,4.9,7.3,7.8,10.7,10.9,13.3,13.3,12.286,11.254,10.224,9.185,8.126,7.074,6.026,4.99,4.89,5.04,5.36,4.96,4.87,4.86,5.09,5.15,5.16,5.83,5.391,4.945,5.293,5.345,4.535,4.526
St. Vincent and the Grenadines,VCT,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,19.77,19.541,19.66,19.958,19.984,20.328,20.106,20.503,20.524,20.792,21.1,20.617,19.967,19.524,19.449,19.15,18.927,18.79,19.378,19.951,20.03,19.846,19.347,19.229,19.121,19.01,18.988,18.968,19.22,20.563,20.279,19.51,18.674
"Venezuela, RB",VEN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,9.45,7.69,6.6,8.56,10.24,11.77,11.16,11.15,14.53,13.99,13.04,16.17,16.78,15.07,10.663,8.606,7.279,6.245,6.097,7.112,6.902,6.601,7.54,6.821,6.138,5.319,5.045,5.463,5.887,7.53,7.027,5.747,5.528
British Virgin Islands,VGB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virgin Islands (U.S.),VIR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,11.989,12.271,12.446,12.247,11.811,11.699,11.465,11.247,10.869,10.469,10.583,10.817,11.119,10.772,10.701,10.169,9.935,10.008,11.3,11.501,11.778,11.84,12.274,12.36,12.146,12.247,11.955,12.137,12.259,14.836,13.932,12.669,12.087
Viet Nam,VNM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2.162,2.128,2.051,1.98,1.959,1.93,2.87,2.29,2.33,2.26,2.76,2.12,2.25,2.14,2.077,2.045,2.026,1.889,1.737,1.114,0.999,1.027,1.316,1.256,1.849,1.848,1.874,1.161,1.681,2.103,2.385,1.535,1.602
Vanuatu,VUT,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,8.009,7.982,8.326,8.145,8.198,8.153,8.287,8.285,8.352,8.321,8.47,8.654,8.71,8.465,8.132,8.006,6.852,5.658,4.565,4.683,4.819,4.949,5.057,5.15,5.255,5.262,5.288,5.326,5.445,4.046,4.734,5.171,5.099
World,WLD,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.996340372,5.149938542,5.417837098,5.66775406,5.820785713,5.908677924,5.954035658,6.12523068,6.265527538,6.131118021,6.223468309,6.468308101,6.571283005,6.449676885,6.366465211,6.106585938,5.899676616,5.936694046,6.514687122,6.389464727,6.240482043,6.228272798,6.167133899,6.016228573,6.04884902,6.010331345,5.91614142,5.756397903,5.582980104,6.585287531,6.033761292,5.264615973,4.96143065
Samoa,WSM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2.1,2.438,2.686,2.995,3.239,3.51,3.775,4.123,4.487,4.732,4.96,4.978,5.04,5.165,5.214,5.323,5.426,5.538,5.646,5.62,5.68,8.752,8.772,8.72,8.9,9.062,9.4,9.512,9.601,10.214,10.368,9.923,9.747
Kosovo,XKX,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yemen, Rep.",YEM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,8.17,8.114,8.338,8.34,8.987,9.588,10.224,10.83,11.46,11.561,11.725,11.842,12.013,12.131,12.216,12.349,12.483,12.647,12.753,12.778,13.277,13.44,13.638,13.467,17.9,18.382,18.564,17.644,17.303,17.972,18.248,17.515,17.215
South Africa,ZAF,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,20.105,20.369,20.295,20.073,19.799,19.643,19.679,19.821,19.926,19.841,19.725,19.658,19.728,19.634,19.557,19.425,19.39,19.507,20.512,23.181,21.416,21.786,22.038,22.606,22.869,24.023,23.992,24.218,25.538,24.339,28.77,28.838,27.988
Zambia,ZMB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,18.9,19.544,19.7,18.645,16.825,15.3,13.305,12,12.496,12.93,13.41,14.125,14.701,15.327,15.9,13.232,10.563,7.93,10.581,13.19,10.546,7.85,8.042,8.131,8.316,8.418,8.518,5.031,5.539,6.032,5.195,5.993,5.913
Zimbabwe,ZWE,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.796,4.933,4.993,4.96,5.573,6.161,6.93,6.385,6,5.682,5.314,5.007,4.736,4.39,4.626,4.763,4.997,5.374,5.469,5.456,5.368,5.057,4.944,4.774,5.383,5.893,6.347,6.792,7.373,8.621,9.54,10.087,8.759
